name,Borough,BUILDING,STREET,ZIPCODE,PHONE,cuisine_description,latitude,longitude,is_vegan,is_vegetarian,is_kids_friendly,ticket_price,Information
YARDS BAR & GRILL,Queens,2632,SKILLMAN AVE,11101,9179751495,American,40.74405262,-73.94119735,1,1,1,17.29,The cuisine is American
BAYA BAR MILL BASIN,Brooklyn,6305,AVENUE N,11234,7182415969,"Juice, Smoothies, Fruit Salads",40.61958114,-73.91677713,0,1,0,30.49,"The cuisine is Juice, Smoothies, Fruit Salads"
FLANAGAN'S TAVERN,Staten Island,3932,AMBOY ROAD,10308,7183565511,American,40.55140742,-74.14938437,0,0,1,41.11,The cuisine is American
STARLETS,Queens,4909,25TH AVE,11377,7187263700,American,40.76451746,-73.90434671,1,1,0,46.04,The cuisine is American
TROPICAL RESTAURANT,Queens,6722,ROOSEVELT AVENUE,11377,7182056030,Latin American,40.74615763,-73.89783372,0,1,1,25.96,The cuisine is Latin American
CHARTWELLS @ MANHATTAN SCHOOL OF MUSIC,Manhattan,120,CLAREMONT AVENUE,10027,9174934442,American,40.81246888,-73.96193066,0,0,0,35.97,The cuisine is American
CUP,Brooklyn,978,LORIMER STREET,11222,3479874902,Coffee/Tea,40.72539904,-73.95273009,0,1,0,30.27,The cuisine is Coffee/Tea
FOOD SING RESTAURANT,Brooklyn,172,GRAND STREET,11211,7187827596,Chinese,40.71439566,-73.96106705,1,1,1,36.13,The cuisine is Chinese
VERONICA'S BAR,Queens,3404,36 AVENUE,11106,7182551886,Irish,40.75538047,-73.92721505,1,1,0,21.11,The cuisine is Irish
RAMS JUICES HOUSE,Bronx,613,EAST FORDHAM ROAD,10458,6462718873,"Juice, Smoothies, Fruit Salads",40.85830391,-73.88472965,0,0,1,32.12,"The cuisine is Juice, Smoothies, Fruit Salads"
CASA SUPREME,Manhattan,857,9 AVENUE,10019,6467558383,Mexican,40.76705699,-73.98634298,1,1,0,31.57,The cuisine is Mexican
ATHENA GREEK CAFE,Queens,90-15,QUEENS BOULEVARD,11373,5352560394,Coffee/Tea,40.73384018,-73.87157703,1,1,0,27.23,The cuisine is Coffee/Tea
VILLA CASTILLO RESTAURANT,Brooklyn,1474,PITKIN AVENUE,11212,7184959717,Latin American,40.66838798,-73.91937991,1,1,1,22.96,The cuisine is Latin American
I & R DELI,Brooklyn,6908,15 AVENUE,11228,7183313900,American,40.62092614,-73.99962177,1,1,1,33.88,The cuisine is American
NOSTRAND DONUT SHOP,Brooklyn,1449,NOSTRAND AVENUE,11226,7188263008,Donuts,40.6509759,-73.94957925,0,1,0,21.26,The cuisine is Donuts
DANTE WEST VILLAGE,Manhattan,551,HUDSON STREET,10014,3477075656,Italian,40.73523488,-74.00606207,0,0,0,33.53,The cuisine is Italian
UNION HALL,Brooklyn,702,UNION STREET,11215,7186384400,American,40.67617955,-73.9799012,0,1,0,20.85,The cuisine is American
NOSTRAND AVENUE PUB,Brooklyn,658,NOSTRAND AVENUE,11216,7189304467,American,40.67585748,-73.94994612,1,1,1,22.86,The cuisine is American
SIMPLE ELDRIDGE,Manhattan,109,ELDRIDGE STREET,10002,6468708292,Japanese,40.7181184,-73.99199508,0,1,0,40.29,The cuisine is Japanese
SISTER'S UPTOWN BOOKSTORE,Manhattan,1942,AMSTERDAM AVENUE,10032,2128623680,Coffee/Tea,40.83235739,-73.94241992,0,0,1,35.72,The cuisine is Coffee/Tea
BERMUDEZ BAKERY,Manhattan,1875,LEXINGTON AVENUE,10035,2124272877,Bakery Products/Desserts,40.79903014,-73.94130391,0,0,0,29.59,The cuisine is Bakery Products/Desserts
BRISAS DEL CARIBE,Bronx,1207,CASTLE HILL AVENUE,10462,7187949710,Latin American,40.83216555,-73.85110668,0,0,0,40.74,The cuisine is Latin American
VILLABATE-ALBA PASTICCERIA,Brooklyn,7001,18 AVENUE,11204,7183318430,Bakery Products/Desserts,40.61616373,-73.99315637,1,1,1,22.9,The cuisine is Bakery Products/Desserts
WHITESTONE LANES,Queens,3005,WHITESTONE EXPRESSWAY,11354,7183536300,American,40.77070865,-73.83372018,0,0,1,19.79,The cuisine is American
EL MEKKAH BAR & GRILL,Brooklyn,277,WYCKOFF AVENUE,11237,9175183475,American,40.70087635,-73.91350514,0,1,0,43.37,The cuisine is American
THE STANDARD HIGH LINE,Manhattan,848,WASHINGTON STREET,10014,2126454646,American,40.74061727,-74.00771894,0,0,1,29.08,The cuisine is American
CROWN CHICKEN & DELI,Brooklyn,2718,PITKIN AVENUE,11208,9175865062,Chicken,40.67540692,-73.8717729,0,1,0,25.12,The cuisine is Chicken
THE AVENUE,Queens,7122,MYRTLE AVENUE,11385,3477253853,American,40.70204227,-73.87939987,0,0,0,17.4,The cuisine is American
PIZZA ROLLIO,Manhattan,1,WEST   58 STREET,10019,6462621438,Pizza,40.76408514,-73.97448854,1,1,0,39.54,The cuisine is Pizza
KUN MING,Brooklyn,5121,8 AVENUE,11220,7186333090,Asian/Asian Fusion,40.64037833,-74.00445719,0,0,0,21.76,The cuisine is Asian/Asian Fusion
STATUE OF LIBERTY DELI,Staten Island,5,FERRY TERMINAL DR,10301,6465250973,American,40.64372588,-74.0727888,1,1,1,23.78,The cuisine is American
LAI LAI GOURMET,Brooklyn,5324,8 AVENUE,11220,7183129297,Chinese,40.63925566,-74.00565336,0,0,0,49.59,The cuisine is Chinese
NEW DONG FANG KITCHEN,Brooklyn,433A,RALPH AVENUE,11233,7183630888,Chinese,40.67432953,-73.92205847,1,1,1,22.93,The cuisine is Chinese
GRITO MEXICAN GRILL,Manhattan,1555,ST NICHOLAS AVENUE,10040,2127950700,Mexican,40.85349362,-73.93068594,1,1,1,10.69,The cuisine is Mexican
PLADO,Manhattan,192,EAST    2 STREET,10009,6468505151,Mediterranean,40.7223363,-73.98417675,0,0,0,12.58,The cuisine is Mediterranean
NEW DYNASTY CHINESE RESTAURANT,Bronx,1470,EAST AVENUE,10462,7186668863,Chinese,40.83673868,-73.86015647,1,1,0,36.15,The cuisine is Chinese
ZAWA JAPANESE,Manhattan,354,EAST   66 STREET,10065,6466827999,Japanese,40.76444052,-73.9598861,0,1,0,49.69,The cuisine is Japanese
MANETTA'S RISTORANTE,Queens,1076,JACKSON AVENUE,11101,7187866171,Italian,40.74287739,-73.95197423,0,0,0,14.03,The cuisine is Italian
PIES-N-THIGHS,Brooklyn,166,SOUTH    4 STREET,11211,3475296090,American,40.71128866,-73.96129972,1,1,1,45.49,The cuisine is American
NEW BELACAN RESTAURANT,Brooklyn,5918,8 AVENUE,11220,7184929088,Asian/Asian Fusion,40.63591229,-74.00912996,0,1,0,42.2,The cuisine is Asian/Asian Fusion
RAY'S PIZZA BAR,Manhattan,2048,AMSTERDAM AVENUE,10032,9177349537,,40.83559223,-73.94004643,0,0,0,23.06,
THE MIXTAPE SHOP,Brooklyn,1129,BEDFORD AVENUE,11216,3475290222,Coffee/Tea,40.68487584,-73.95420479,0,1,0,15.3,The cuisine is Coffee/Tea
SWEET & VICIOUS,Manhattan,5,SPRING STREET,10012,2123347915,American,40.72111033,-73.99421701,0,1,1,22.51,The cuisine is American
TERRAZA 7 TRAIN CAFE,Queens,4019,GLEANE ST,11373,3476023924,Latin American,40.74732247,-73.88179338,0,0,0,30.76,The cuisine is Latin American
JOLIE CANTINA,Brooklyn,241,SMITH STREET,11231,7184880777,French,40.68363039,-73.99254729,0,0,1,23.11,The cuisine is French
CHI'S TASTE OF ORIENTAL,Brooklyn,614,4 AVENUE,11215,7187882613,Chinese,40.6647903,-73.99352623,0,1,1,11.15,The cuisine is Chinese
BOCADITOS,Queens,1823,MOTT AVENUE,11691,7185020072,Latin American,40.60298897,-73.75056264,0,0,1,15.78,The cuisine is Latin American
BERGEN BAGELS,Brooklyn,949,FULTON STREET,11238,7187896400,Bagels/Pretzels,40.68311755,-73.96514883,0,1,1,44.45,The cuisine is Bagels/Pretzels
CHERRY TAVERN,Manhattan,441,EAST    6 STREET,10009,2127771448,American,40.72599521,-73.9851969,0,0,1,40.47,The cuisine is American
BICE,Manhattan,1350,AVENUE OF THE AMERICAS,10019,2127572600,Italian,40.76272453,-73.97834079,1,1,1,41.9,The cuisine is Italian
C & L IMPERIAL INC,Queens,5914,MAIN STREET,11355,7188868788,Asian/Asian Fusion,40.74367997,-73.82565718,1,1,0,38.07,The cuisine is Asian/Asian Fusion
EXISTING CONDITIONS,Manhattan,35,WEST    8 STREET,10011,8322481386,American,40.73306118,-73.99825,0,1,1,32.9,The cuisine is American
CHEESE GRILLE,Manhattan,188,ALLEN STREET,10002,2124609383,Sandwiches/Salads/Mixed Buffet,40.72212002,-73.98894252,1,1,1,34.21,The cuisine is Sandwiches/Salads/Mixed Buffet
PILAR CUBAN BAKERY,Brooklyn,397,GREENE AVENUE,11216,3473509037,Bakery Products/Desserts,40.68793392,-73.95522313,1,1,0,43.91,The cuisine is Bakery Products/Desserts
BAGEL ON THE BLVD,Staten Island,1728,HYLAN BOULEVARD,10305,7186677800,Bagels/Pretzels,40.58682102,-74.09181546,0,0,0,31.95,The cuisine is Bagels/Pretzels
COCINA DEL SUR,Manhattan,40,WEST   38 STREET,10018,6462741995,Latin American,40.75152411,-73.98410482,0,0,1,24.14,The cuisine is Latin American
TRIPLE 8 RESTAURANT,Bronx,736,EAST  152 STREET,10455,7189933233,Chinese,40.81595141,-73.90774437,0,1,0,11.63,The cuisine is Chinese
PROJECT PARLOR,Brooklyn,742,MYRTLE AVENUE,11205,3474970550,American,40.69490483,-73.95318093,1,1,1,22,The cuisine is American
"THE RAG TRADER, BOPEEP BAR",Manhattan,70,WEST   36 STREET,10018,9172615495,American,40.75073662,-73.98607203,0,1,1,35.25,The cuisine is American
"Kingwuu, Spring Chicken",Queens,135-45,ROOSEVELT AVENUE,11354,9174973720,Chinese,40.75923719,-73.8310922,1,1,1,12.69,The cuisine is Chinese
SUNFLOWER GRAMERCY,Manhattan,335,3 AVENUE,10010,9172620804,American,40.73991625,-73.98234298,1,1,1,46.19,The cuisine is American
SERENGETI TEAS & SPICES,Manhattan,22,EAST  125 STREET,10035,2128671037,Coffee/Tea,40.80607326,-73.94148551,0,0,0,46.79,The cuisine is Coffee/Tea
FUNNY BBQ BAR,Brooklyn,818,54 STREET,11220,7186336868,Chinese,40.63849536,-74.00543351,0,0,0,36.17,The cuisine is Chinese
NEW CHINA PAVILION,Brooklyn,72,BELMONT AVENUE,11212,7183858200,Chinese,40.66879643,-73.90777206,0,1,0,31.52,The cuisine is Chinese
CRONIN & PHELAN PUB & RESTAURANT,Queens,3814,BROADWAY,11103,7185458999,Irish,40.75927575,-73.91967737,1,1,0,18.5,The cuisine is Irish
SHALON RESTAURANT,Bronx,2734,JEROME AVENUE,10468,7183640413,Latin American,40.86894797,-73.89624146,0,1,1,22.37,The cuisine is Latin American
PHO BAC VIETNAMESE SEAFOOD CUISINE,Queens,8278,BROADWAY,11373,7186390000,Southeast Asian,40.7415188,-73.88059841,0,0,1,22.11,The cuisine is Southeast Asian
MERRIWEATHER,Manhattan,428,HUDSON STREET,10014,3472165960,Australian,40.73062913,-74.00677606,0,0,0,10.34,The cuisine is Australian
TAMAQUA,Brooklyn,84,EBONY COURT,11229,7186469212,Bottled Beverages,40.59435177,-73.93015661,1,1,1,45.72,The cuisine is Bottled Beverages
TJ ASIAN BISTRO,Queens,5019,SKILLMAN AVE,11377,7182052088,Japanese,40.74611053,-73.91404166,0,0,0,28.11,The cuisine is Japanese
BOMBAY HEIGHTS,Brooklyn,1070,BEDFORD AVENUE,11216,7182307790,Indian,40.68827141,-73.95490198,0,0,1,11.03,The cuisine is Indian
THE EXECUTIVE CLUB,Manhattan,603,WEST   45 STREET,10036,2122450002,American,40.76289397,-73.99724566,0,0,1,38.68,The cuisine is American
RAMEN TAKUMI,Manhattan,1,UNIVERSITY PLACE,10003,2122292752,Japanese,40.73077746,-73.99548623,1,1,1,33.27,The cuisine is Japanese
MYRTLE BAGEL,Brooklyn,410,MYRTLE AVENUE,11205,7188584916,Bagels/Pretzels,40.69311248,-73.96939155,0,0,0,38.79,The cuisine is Bagels/Pretzels
EL MAYA TAVERN,Queens,13931,JAMAICA AVE,11435,7184806247,Spanish,40.70236344,-73.81209305,1,1,0,42.71,The cuisine is Spanish
ANDAZ KITCHEN AND BAR,Manhattan,75,WALL STREET,10005,2126991692,American,40.70547875,-74.00787355,0,0,1,48.64,The cuisine is American
HSBC BANK,Manhattan,452,5 AVENUE,10018,2125258981,American,40.75232808,-73.98241548,0,0,1,40.36,The cuisine is American
JJ BAR & BISTRO,Queens,15417,ROOSEVELT AVE,11354,7189397252,Korean,40.76398421,-73.81082471,0,1,1,14.79,The cuisine is Korean
MINI PICANTERIA EL GUAYAQUILENO RESTAURANT,Queens,9454,CORONA AVENUE,11373,7187604982,Latin American,40.74228621,-73.86948565,0,0,1,22.03,The cuisine is Latin American
GREEK EXPRESS,Bronx,3733,RIVERDALE AVENUE,10463,7186014976,Greek,40.88758035,-73.90727207,0,1,0,11.34,The cuisine is Greek
NEW BOE LEE,Bronx,741,LYDIG AVENUE,10462,7188222888,Chinese,40.85446851,-73.86607997,0,0,0,16.49,The cuisine is Chinese
PIZZERIA SAN DIEGO,Bronx,506,EAST  180 STREET,10457,3478798190,Pizza,40.85095473,-73.89457074,1,1,0,17.07,The cuisine is Pizza
BLAZE JAMAICAN RESTAURANT,Staten Island,3,CORSON AVENUE,10301,9294642330,Caribbean,40.63825414,-74.0790306,1,1,1,17.49,The cuisine is Caribbean
NEW SHUN WEI RESTAURANT,Manhattan,45,CATHERINE STREET,10038,2129647590,Chinese,40.71189076,-73.99689428,1,1,1,44.12,The cuisine is Chinese
TROPICAL SMOOTHIE CAFE,Staten Island,1650,RICHMOND AVENUE,10314,3477260976,"Juice, Smoothies, Fruit Salads",40.6080781,-74.16226091,1,1,0,23.73,"The cuisine is Juice, Smoothies, Fruit Salads"
EAST WIND SNACK SHOP,Brooklyn,253,SMITH STREET,11231,3478895717,Chinese,40.68321594,-73.99282857,0,0,0,27.98,The cuisine is Chinese
TODD ENGLISH FOOD HALL,Manhattan,768,5 AVENUE,10019,2129869260,English,40.76414814,-73.97395063,1,1,0,13.09,The cuisine is English
BARBONCINO,Brooklyn,781,FRANKLIN AVENUE,11238,7184838834,Pizza,40.67213035,-73.95742919,1,1,1,12.23,The cuisine is Pizza
NAPOLI'S BEST PIZZA,Bronx,521,EAST TREMONT AVENUE,10457,7182990759,Pizza,40.84671859,-73.89647868,1,1,0,45.23,The cuisine is Pizza
EL REY II RESTAURANT,Brooklyn,1064,LIBERTY AVENUE,11208,7182355522,Latin American,40.67827587,-73.86992507,1,1,1,16.52,The cuisine is Latin American
OPUS,Manhattan,417,WEST  202 STREET,10034,2123040043,American,40.86073542,-73.91986165,0,1,0,33.24,The cuisine is American
CITI FIELD SUITE KITCHEN,Queens,0,126th st & ROOSEVELT AVENUE,,7185958100,American,0,0,1,1,0,41.57,The cuisine is American
GOLDMAN SACHS,Manhattan,200,WEST STREET,10282,9173439899,American,40.71383876,-74.01381201,0,1,0,42.6,The cuisine is American
TAIWAN PORK CHOP HOUSE,Manhattan,3,DOYERS STREET,10013,2127917007,Chinese,40.71425128,-73.9978573,1,1,1,13.06,The cuisine is Chinese
SANSIMIAN JAMAICAN WEST INDIAN RESTAURANT,Brooklyn,1827,FLATBUSH AVENUE,11210,7182588009,Caribbean,40.62547219,-73.93988287,1,1,1,45.45,The cuisine is Caribbean
JOENISE,Brooklyn,294,ROGERS AVENUE,11225,7188085628,Caribbean,40.66621114,-73.95363731,0,0,0,43.83,The cuisine is Caribbean
DIVINE BICKLES RESTAURANT.,Queens,15721,ROCKAWAY BLVD,11434,7189490095,Caribbean,40.66615365,-73.7793969,0,1,1,44.69,The cuisine is Caribbean
OLI 99Â¢ FRESH PIZZA,Bronx,2,EAST BURNSIDE AVENUE,10453,7186180025,Pizza,40.85375153,-73.90720374,1,1,1,22.95,The cuisine is Pizza
THE LONG HALL,Manhattan,58,EAST   34 STREET,10016,6464550777,American,40.74751376,-73.98240232,1,1,1,35.64,The cuisine is American
LIU JI HUI MIAN #25,Queens,8202,45TH AVE,11373,9293858888,Chinese,40.74161711,-73.88276707,0,0,1,44.87,The cuisine is Chinese
BEN AND JACKS STEAKHOUSE,Manhattan,219,EAST   44 STREET,10017,2126825678,Steakhouse,40.75180197,-73.9728763,0,1,0,30.14,The cuisine is Steakhouse
WETZLE'S PRETZELS,Staten Island,55B,RICHMOND TERRACE,10301,9176908346,Bagels/Pretzels,40.64411317,-74.07658364,0,1,1,20.38,The cuisine is Bagels/Pretzels
MY FRIEND DUKE,Manhattan,383,3 AVENUE,10016,6464550684,American,40.74162604,-73.98109391,0,0,0,10.54,The cuisine is American
BIG BELLY DELI,Brooklyn,2,STANWIX STREET,11206,3472405647,American,40.69814778,-73.9337007,0,1,1,18.99,The cuisine is American
KAZAN MANGAL,Queens,9713,QUEENS BLVD,11374,7189977779,Mediterranean,40.72963107,-73.86097383,0,1,0,24.32,The cuisine is Mediterranean
BEAN'S & LAGER,Queens,3301,36TH AVE,11106,7183925777,Mediterranean,40.75577897,-73.92802675,1,1,1,40.44,The cuisine is Mediterranean
LA ESPIGA RESTAURANT AND BAKERY,Queens,4211,102ND ST,11368,7187797898,Spanish,40.7475212,-73.86303682,1,1,0,31.36,The cuisine is Spanish
VIA DELLA PACE,Manhattan,87,EAST    4 STREET,10003,2122535803,,40.72635528,-73.98981492,0,1,1,22.95,
BAGEL CORNER,Bronx,581,WEST  235 STREET,10463,6465231516,Bagels/Pretzels,40.88588162,-73.91106463,0,1,0,14.15,The cuisine is Bagels/Pretzels
NEW MANDARIN DUCK,Queens,2511,SEAGIRT AVE,11691,7184711818,Chinese,40.59514316,-73.7589819,1,1,1,29.31,The cuisine is Chinese
FAMOUS FISH MARKET,Manhattan,684,ST NICHOLAS AVENUE,10030,2124918323,Seafood,40.82343003,-73.94502916,1,1,1,20.08,The cuisine is Seafood
CAFE KATJA,Manhattan,79,ORCHARD STREET,10002,2122199545,Eastern European,40.71768736,-73.99046559,1,1,0,14.75,The cuisine is Eastern European
FLASHDANCERS GENTLEMEN'S CLUB,Manhattan,59,MURRAY STREET,10007,2122276912,Other,40.71423991,-74.00980446,0,1,0,22.16,The cuisine is Other
Yong Kong Street,Manhattan,1000S,8 AVENUE,10019,9176406083,Japanese,40.76681223,-73.98280875,1,1,0,30.81,The cuisine is Japanese
OPS,Brooklyn,346,HIMROD STREET,11237,7183864009,Pizza,40.70250692,-73.91746666,1,1,1,33.28,The cuisine is Pizza
GLACKEN'S BAR,Bronx,135,EAST  149 STREET,10451,7185857082,American,40.81887014,-73.92849658,0,1,0,43.6,The cuisine is American
Twiggy To Go,Manhattan,279,CHURCH STREET,10013,2124732763,Bakery Products/Desserts,40.71866478,-74.00498192,1,1,1,27.52,The cuisine is Bakery Products/Desserts
CON SABOR A MEXICO,Manhattan,711,WEST  181 STREET,10033,2125683830,Mexican,40.85033492,-73.9362811,1,1,0,30.21,The cuisine is Mexican
LADYBIRD,Manhattan,111,EAST    7 STREET,10009,2127772017,Vegetarian,40.72656881,-73.98476022,0,0,1,36.48,The cuisine is Vegetarian
YONG SHENG RESTAURANT,Manhattan,2825,8 AVENUE,10039,2128622702,Chinese,40.82639697,-73.93932486,0,0,1,20.39,The cuisine is Chinese
CONVIVIUM OSTERIA,Brooklyn,68,5 AVENUE,11217,7188571833,Italian,40.68099341,-73.97736513,1,1,0,33.91,The cuisine is Italian
ROKC,Manhattan,3452,BROADWAY,10031,3477434764,Japanese,40.82367488,-73.95244322,1,1,0,47.96,The cuisine is Japanese
ELITE PASTRIES CAFE,Queens,4736,BELL BLVD,11361,7184234400,Bakery Products/Desserts,40.75638939,-73.7674742,0,1,0,42.41,The cuisine is Bakery Products/Desserts
SHISEIDO,Manhattan,390,MADISON AVENUE,10017,2124854274,American,40.75573065,-73.97715194,1,1,1,37.26,The cuisine is American
RELISH CONCESSIONS & EVENT CATERING (WOLLMAN RINK),Manhattan,0,INSIDE CENTRAL PARK,10000,2127726536,American,40.78228866,-73.96519421,1,1,0,35.56,The cuisine is American
LONG ISLAND UNIVERSITY - SHARK BITE,Brooklyn,1,UNIVERSITY PLAZA,11201,7182466466,American,40.6917427,-73.98154444,0,1,0,35.01,The cuisine is American
BON APPETIT,Manhattan,249,WEST   17 STREET,10011,7043285090,American,40.74105943,-73.99968244,1,1,0,39.89,The cuisine is American
MONTE PIZZA,Bronx,360,EAST  188 STREET,10458,7182203938,Pizza,40.86020388,-73.89392337,1,1,0,36.92,The cuisine is Pizza
A LOVE FOR CAKES,Queens,6016,FRESH POND ROAD,11378,3475176529,Bakery Products/Desserts,40.71654773,-73.9017103,0,1,1,29.36,The cuisine is Bakery Products/Desserts
BUTTER LANE,Manhattan,123,EAST    7 STREET,10009,2126772880,Bakery Products/Desserts,40.72640681,-73.98437421,1,1,0,13.81,The cuisine is Bakery Products/Desserts
SEAFOOD HIBACHI,Staten Island,364,BAY STREET,10301,7187279888,Chinese,40.6332282,-74.07531371,0,1,1,21.78,The cuisine is Chinese
COPPER AND OAK,Manhattan,157,ALLEN STREET,10002,2124605546,American,40.72092061,-73.9895019,0,1,0,36.1,The cuisine is American
LA BOOM CLUB,Queens,5615,NORTHERN BOULEVARD,11377,7187266644,Latin American,40.7535332,-73.90466934,0,0,0,40.27,The cuisine is Latin American
KANAHASHI,Brooklyn,981,MANHATTAN AVENUE,11222,7188388376,Japanese,40.73264601,-73.95467338,0,1,0,47.17,The cuisine is Japanese
GUNBAE,Manhattan,67,MURRAY STREET,10007,2123212500,Korean,40.71446219,-74.0103095,1,1,0,18.91,The cuisine is Korean
SOJOURN,Manhattan,242-244,EAST   79 STREET,10075,2125377745,Mediterranean,40.77384275,-73.95629161,1,1,0,31.01,The cuisine is Mediterranean
BLEND ASTORIA,Queens,3717,30TH AVENUE,11103,3478134437,Latin American,40.76454332,-73.91637148,1,1,0,27.26,The cuisine is Latin American
SOGNO TOSCANO,Manhattan,17,PERRY STREET,10014,9175959334,Italian,40.73571261,-74.00212174,0,1,0,27.01,The cuisine is Italian
LIBRETTO'S PIZZERIA,Manhattan,546,3 AVENUE,10016,2122136445,Pizza,40.74720815,-73.97705021,0,1,0,36.09,The cuisine is Pizza
THE CITY DINER,Queens,6535,GRAND AVE,11378,7188946923,American,40.72360558,-73.89975889,0,0,0,11.57,The cuisine is American
ESSEX RESTAURANT,Manhattan,124,RIVINGTON STREET,10002,2125339616,American,40.71970169,-73.98710308,0,1,1,36.36,The cuisine is American
ATLIXCO BAKERY & DELI,Staten Island,1012,ST PAULS AVE,,7183900171,Mexican,0,0,0,0,0,22.26,The cuisine is Mexican
EL TRAILERO RESTAURANT,Bronx,1232,RANDALL AVENUE,10474,3472718585,Spanish,40.81173805,-73.88894335,1,1,1,40.77,The cuisine is Spanish
JALAPENO DELI,Manhattan,1629,LEXINGTON AVENUE,10029,2128282803,Mexican,40.79020888,-73.94774355,1,1,1,23.63,The cuisine is Mexican
ARMANDO'S POLLO RICO RESTAURANT,Queens,11002,JAMAICA AVENUE,11418,7184418441,Latin American,40.69634511,-73.83790571,1,1,0,37.83,The cuisine is Latin American
WICHCRAFT,Manhattan,1407,BROADWAY,10018,7184500886,Sandwiches,40.7534321,-73.98715067,0,1,0,47.65,The cuisine is Sandwiches
STAND 107,Bronx,1,EAST  161 STREET,10451,9172843260,Sandwiches,40.82902843,-73.92849646,0,1,0,37.39,The cuisine is Sandwiches
ORIENT EXPRESS,Manhattan,325,WEST   11 STREET,10014,2126918845,Turkish,40.73564103,-74.00740443,1,1,1,24.14,The cuisine is Turkish
CACHAPA'S BROOKLYN,Brooklyn,2311,PITKIN AVENUE,11207,7184844715,Latin American,40.67319427,-73.88708764,0,0,1,24.69,The cuisine is Latin American
CHOPSTICKS HOUSE,Staten Island,895,HUGUENOT AVENUE,10312,7186054230,Chinese,40.53253085,-74.19207907,1,1,1,17.09,The cuisine is Chinese
THREE JOLLY PIGEONS,Brooklyn,6802,3 AVENUE,11220,7187459350,Irish,40.63656303,-74.02571474,0,1,1,45.98,The cuisine is Irish
EL ESPINO RESTAURANT,Brooklyn,5817,4 AVENUE,11220,7187654144,Mexican,40.64182908,-74.01737873,0,0,0,35.07,The cuisine is Mexican
REVEL & RYE / BROADWAY LOUNGE / M CLUB,Manhattan,1535,BROADWAY,10036,8453809386,American,40.75825993,-73.98546765,0,0,1,47.67,The cuisine is American
TUSCANY STEAKHOUSE,Manhattan,117,WEST   58 STREET,10019,7189182684,Steakhouse,40.76531266,-73.97745188,1,1,1,40.06,The cuisine is Steakhouse
EASY CORNER,Manhattan,101,WEST  136 STREET,10030,3477076421,Caribbean,40.81497139,-73.94083098,0,1,1,10.47,The cuisine is Caribbean
CITI FIELD STAND 423,Queens,126,ROOSEVELT AVENUE,,7185958100,American,0,0,1,1,1,28.47,The cuisine is American
PIG HEAVEN,Manhattan,1420,3 AVENUE,10028,2127444333,Chinese,40.77532501,-73.95654337,1,1,1,49.42,The cuisine is Chinese
LA VILLA,Brooklyn,261-263,5 AVENUE,11215,7184999888,Italian,40.67445341,-73.98188091,1,1,1,38.28,The cuisine is Italian
LEGEND,Manhattan,127,WEST   72 STREET,10023,9174414790,Chinese,40.77793078,-73.98001841,0,0,0,26.29,The cuisine is Chinese
AMERICAN BAR,Manhattan,1471,1 AVENUE,10075,2129889008,American,40.77075943,-73.95384946,1,1,0,30.26,The cuisine is American
TINA'S CUBAN CUISINE RESTAURANT,Manhattan,940,3 AVENUE,10022,6466493663,Latin American,40.75988121,-73.96771833,0,1,1,43.45,The cuisine is Latin American
ROSIE'S,Manhattan,29,EAST    2 STREET,10003,2123350114,Mexican,40.72516414,-73.99094436,1,1,0,34.66,The cuisine is Mexican
DIMSUM GARDEN EXPRESS,Queens,136-55,ROOSEVELT AVENUE,11354,6462440901,Chinese,40.76002356,-73.82831432,0,1,0,12.77,The cuisine is Chinese
RUSS & DAUGHTERS CAFE,Manhattan,127,ORCHARD STREET,10002,2124754881,American,40.71968271,-73.98944077,1,1,1,19.34,The cuisine is American
BANH MI SAIGON BAKERY,Manhattan,198,GRAND STREET,10013,2129411541,Southeast Asian,40.71916165,-73.99681097,1,1,1,12.7,The cuisine is Southeast Asian
WEBSTER CAFE,Bronx,2873,WEBSTER AVENUE,10458,7187339634,American,40.86719036,-73.88374883,0,1,0,24.11,The cuisine is American
BAGEL TALK,Manhattan,368,AMSTERDAM AVENUE,10024,2128751267,Bagels/Pretzels,40.78215204,-73.97906024,0,1,0,24.36,The cuisine is Bagels/Pretzels
TOMO JAPANESE RESTAURANT,Brooklyn,1077,FLUSHING AVENUE,11237,7184563695,Japanese,40.70459248,-73.92906686,1,1,1,16.43,The cuisine is Japanese
RAMEN & UDON,Queens,136-20,ROOSEVELT AVENUE,11354,7185308779,Chinese,40.75977791,-73.82923543,1,1,1,16.91,The cuisine is Chinese
WOODHAVEN CAFE & PIZZERIA,Queens,10509,CROSSBAY BLVD,11417,7185296100,Pizza,40.67986908,-73.84447885,0,1,0,41.83,The cuisine is Pizza
Chef King Chinese Restaurant,Bronx,1075,ALLERTON AVENUE,10469,7185191119,Chinese,40.86545801,-73.85663945,1,1,1,24.8,The cuisine is Chinese
RAHMAN RESTAURANT,Manhattan,13,WEST   29 STREET,10001,6316406280,Indian,40.74564801,-73.98766464,1,1,1,21.42,The cuisine is Indian
FRONTPAGE RESTAURANT11,Bronx,4635,WHITE PLAINS ROAD,10470,9177473564,Caribbean,40.90260905,-73.85108211,1,1,0,17.42,The cuisine is Caribbean
LUCKY 13 SALOON,Brooklyn,644,SACKETT STREET,11217,7185960666,American,40.67842262,-73.98361397,0,0,0,38.52,The cuisine is American
